url,status,redirects,title,description,canonical,h1,html_bytes,transfer_bytes,inline_css_bytes,body_words_including_navigation,incoming_pages,depth,jsonld_errors,schema_types,robots
https://cognis.group/blog/building-ai-agents-that-actually-ship/,200,0,Building AI Agents That Actually Ship | Cognis Group,"Most agent projects stall at the demo. A deployment-first approach to agent engineering — what to build, what to skip, how to keep it alive.",https://cognis.group/blog/building-ai-agents-that-actually-ship/,AI Agents Are the New Operating System for Enterprise Teams,39343,10676,7053,848,4,1,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; BlogPosting; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/blog/the-real-roi-of-ai/,200,0,The Real ROI of AI | Cognis Group,"Time-to-value, decision velocity, and cost avoidance — the metrics that actually matter when you measure AI in the enterprise.",https://cognis.group/blog/the-real-roi-of-ai/,Measuring AI ROI: The Framework That Separates Real Impact from Expensive Experiments,38487,10472,7053,728,1,2,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; BlogPosting; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/blog/making-your-workforce-ai-ready/,200,0,Making Your Workforce AI-Ready | Cognis Group,"AI literacy is a capability, not a workshop. The training framework that turns functional teams into AI-fluent operators.",https://cognis.group/blog/making-your-workforce-ai-ready/,Building an AI-Ready Workforce: What Effective Training Actually Looks Like,38893,10448,7053,768,3,1,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; BlogPosting; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/blog/ai-governance-is-not-optional/,200,0,AI Governance Is Not Optional | Cognis Group,"EU AI Act, NIST AI RMF, ISO 42001, NDPA. Governance is the foundation of AI that scales — here's the framework that maps regulation to engineering.",https://cognis.group/blog/ai-governance-is-not-optional/,AI Governance for African Enterprises: Building Trust Before Scale,39779,10815,7053,896,3,2,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; BlogPosting; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/blog/ai-native-operations-for-african-enterprises/,200,0,AI-Native Operations for African Enterprises | Cognis Group,"African data, African regulation, African infrastructure. Why AI deployment on the continent requires context, not translation.",https://cognis.group/blog/ai-native-operations-for-african-enterprises/,Why Africa’s Next Competitive Advantage Is AI-Native Operations,39533,10613,7053,755,1,2,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; BlogPosting; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/blog/securing-ai-agents-in-production/,200,0,Securing AI Agents in Production: A 2026 Threat Model | Cognis Group,"A practical control model for identity, tools, memory, human approval, and incident response when AI agents can take real actions.",https://cognis.group/blog/securing-ai-agents-in-production/,Securing AI Agents in Production: A 2026 Threat Model,34171,9840,9676,848,5,2,0,WebPage; BreadcrumbList; ListItem; BlogPosting; Person; Organization; ImageObject,
https://cognis.group/blog/enterprise-rag-security-prompt-injection-data-exfiltration/,200,0,Enterprise RAG Security: Prompt Injection & Access | Cognis,"How to secure retrieval-augmented generation across ingestion, retrieval, generation, and action—without pretending prompt injection has a magic fix.",https://cognis.group/blog/enterprise-rag-security-prompt-injection-data-exfiltration/,"Enterprise RAG Security: Prompt Injection, Data Exfiltration, and Access Control",33864,9549,9676,723,3,2,0,WebPage; BreadcrumbList; ListItem; BlogPosting; Person; Organization; ImageObject,
https://cognis.group/blog/ai-governance-africa-2026/,200,0,AI Governance in Africa 2026 | Cognis Group,"A practical governance system for African enterprises balancing local law, sector obligations, international standards, and operational reality.",https://cognis.group/blog/ai-governance-africa-2026/,AI Governance in Africa in 2026: From Policy to Operating Controls,33613,9588,9676,736,4,2,0,WebPage; BreadcrumbList; ListItem; BlogPosting; Person; Organization; ImageObject,
https://cognis.group/blog/from-copilot-to-coworker-productizing-ai-agents/,200,0,From Copilot to Coworker: How to Productize AI Agents | Cognis Group,"A product framework for turning a model demo into a narrow, dependable agent that owns work and earns greater autonomy.",https://cognis.group/blog/from-copilot-to-coworker-productizing-ai-agents/,From Copilot to Coworker: How to Productize AI Agents,33275,9447,9676,756,2,2,0,WebPage; BreadcrumbList; ListItem; BlogPosting; Person; Organization; ImageObject,
https://cognis.group/blog/ai-agent-product-operating-system/,200,0,"AI Agent Product OS: Evals, Telemetry & Lifecycle | Cognis","The operating cadence product teams need to improve agent quality, control cost, handle change, and decide when autonomy should expand—or contract.",https://cognis.group/blog/ai-agent-product-operating-system/,"The AI Agent Product Operating System: Evals, Telemetry, Pricing, and Lifecycle",33605,9600,9676,741,2,2,0,WebPage; BreadcrumbList; ListItem; BlogPosting; Person; Organization; ImageObject,
https://cognis.group/case-studies/,200,0,Case Studies | Cognis Group,"See how Cognis turned AI plans into working systems and useful skills, with client results and clear evidence notes.",https://cognis.group/case-studies/,"From a good idea to safe, everyday use.",58712,12347,5540,618,28,1,0,CollectionPage; BreadcrumbList; ListItem; Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite,
https://cognis.group/case-studies/marketsage/,200,0,MarketSage: AI sales intelligence platform | Cognis Group,"How Cognis built MarketSage to help sales teams research prospects, prepare outreach and keep people in control of every message.",https://cognis.group/case-studies/marketsage/,MarketSage: building our own AI sales intelligence platform,48299,14163,14147,619,2,2,0,Article; Organization; BreadcrumbList; ListItem; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite,
https://cognis.group/case-studies/claims-processing-automation/,200,0,Claims processing: 14 days to under 48 hours | Cognis Group,How an African financial services group cut claims processing from 14 days to under 48 hours with a safe AI system built by Cognis.,https://cognis.group/case-studies/claims-processing-automation/,Claims processing: from 14 days to under 48 hours,48507,14293,14147,638,3,2,0,Article; Organization; BreadcrumbList; ListItem; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite,
https://cognis.group/case-studies/ai-training-programme/,200,0,AI training: 6 months’ capability in 6 weeks | Cognis Group,"How Cognis helped 3,200 people learn to use AI responsibly in six weeks, with training records that met EU AI Act requirements.",https://cognis.group/case-studies/ai-training-programme/,AI training: 6 months of capability in 6 weeks,48220,14162,14147,597,1,2,0,Article; Organization; BreadcrumbList; ListItem; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite,
https://cognis.group/faq/,200,0,Frequently Asked Questions | Cognis Group,"Straight answers about what Cognis does, how we work, costs, timing, training, data and safe AI use.",https://cognis.group/faq/,Frequently asked questions,55773,15481,12956,1041,24,1,0,FAQPage; Question; Answer; Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; BreadcrumbList; ListItem,
https://cognis.group/teams/supreme-oyewumi/,200,0,Supreme Oyewumi — Founder & AI Engineer | Cognis Group,"Supreme Oyewumi is Founder & AI Engineer at Cognis Group, helping organisations across Africa plan, build and use practical AI systems.",https://cognis.group/teams/supreme-oyewumi/,Supreme Oyewumi,60232,11571,5056,509,6,2,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; ProfilePage; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/teams/kola-olatunde/,200,0,Kola Olatunde — Co-Founder and AI Cybersecurity & Governance Lead | Cognis Group,"Kola Olatunde is AI Cybersecurity & Governance Lead at Cognis Group, securing and governing enterprise AI systems across Africa.",https://cognis.group/teams/kola-olatunde/,Kola Olatunde,61819,12152,5916,554,5,2,0,Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; WebPage; ProfilePage; BreadcrumbList; ListItem,max-image-preview:large
https://cognis.group/teams/tosin-salami/,200,0,Tosin Salami — Cognis Group,"Tosin Salami, Executive Director, Product & Strategy at Cognis Group.",https://cognis.group/teams/tosin-salami/,Tosin Salami,19188,5355,4234,217,3,2,0,ProfilePage; BreadcrumbList; ListItem; Person,
https://cognis.group/teams/obruche-uwanoghor/,200,0,Obruche Uwanoghor — Cognis Group,"Obruche Uwanoghor, Executive Director of People & Culture at Cognis Group.",https://cognis.group/teams/obruche-uwanoghor/,Obruche Uwanoghor,17786,4720,4234,130,1,2,0,ProfilePage; BreadcrumbList; ListItem; Person,
https://cognis.group/privacy-policy/,200,0,Privacy Policy | Cognis Group,"How Cognis Group collects, uses, and protects personal data across our website and engagements, aligned to Nigeria's NDPA 2023 and the EU GDPR.",https://cognis.group/privacy-policy/,Privacy Policy,46467,14244,11845,774,25,1,0,WebPage; Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; BreadcrumbList; ListItem,
https://cognis.group/terms/,200,0,Terms of Service | Cognis Group,"Terms governing the use of cognis.group — intellectual property, disclaimers, limitation of liability, and Nigerian governing law.",https://cognis.group/terms/,Terms of Service,46134,14195,11763,843,24,1,0,WebPage; Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite; BreadcrumbList; ListItem,
https://cognis.group/best-ai-consulting-firms-africa/,200,0,Best AI Consulting Firms in Africa (2026) | Cognis Group,"A 2026 buyer’s guide to the best AI consulting firms in Africa — Cognis Group, InstaDeep, DataProphet, Sama, Aerobotics, and Deloitte — and how to choose.",https://cognis.group/best-ai-consulting-firms-africa/,The best AI consulting firms in Africa.,55449,12293,5247,890,2,unreachable,0,Article; Thing; ItemList; ListItem; FAQPage; Question; Answer; WebPage; BreadcrumbList; Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite,
https://cognis.group/research/state-of-ai-african-enterprises-2026/,200,0,State of AI in African Enterprises 2026 | Cognis Group,"Cognis Group research: Africa’s AI market is heading for $16.5B by 2030, yet no African country tops 20% adoption. The data, the gaps, and the playbook.",https://cognis.group/research/state-of-ai-african-enterprises-2026/,The State of AI in African enterprises.,47501,11528,5247,928,1,unreachable,0,"['Article', 'Report']; WebPage; BreadcrumbList; ListItem; Organization; ImageObject; Person; Place; PostalAddress; ContactPoint; OfferCatalog; Offer; Service; Audience; WebSite",
https://cognis.group/careers/,200,0,Careers | Cognis Group,"Careers at Cognis Group. We hire engineers, strategists and trainers who turn useful AI ideas into working tools. Send your CV to info@cognis.group.",https://cognis.group/careers/,Careers at Cognis Group,27012,7988,13563,284,35,1,0,WebPage; BreadcrumbList; ListItem,
https://cognis.group/careers/business-development-manager/,200,0,Business Development Manager | Careers | Cognis Group,"Business Development Manager at Cognis Group. Own the pipeline that brings banks, ministries, and enterprises to Cognis. Full-time, Lagos (hybrid) or remote within Nigeria. Apply by 2026-10-25.",https://cognis.group/careers/business-development-manager/,Business Development Manager,30165,8744,12956,436,1,2,0,JobPosting; Organization; Place; PostalAddress; Country; PropertyValue,
https://cognis.group/careers/customer-service-professional/,200,0,Customer Service Professional | Careers | Cognis Group,"Customer Service Professional at Cognis Group. Be the calm, sharp first voice our product users and clients meet. Full-time, remote within Nigeria. Apply by 2026-10-25.",https://cognis.group/careers/customer-service-professional/,Customer Service Professional,29410,8574,12956,375,1,2,0,JobPosting; Organization; Place; PostalAddress; Country; PropertyValue,
https://cognis.group/ai-consulting-nigeria/,200,0,AI Consulting in Nigeria | Cognis Group,"Lagos-based AI consulting for Nigerian organisations: practical strategy, staff training and safe AI tools, built with NDPA compliance from day one.",https://cognis.group/ai-consulting-nigeria/,AI Consulting in Nigeria,29873,8818,12956,565,1,unreachable,0,WebPage; BreadcrumbList; ListItem; FAQPage; Question; Answer,
https://cognis.group/ai-consulting-south-africa/,200,0,AI Consulting in South Africa | Cognis Group,"AI strategy, training and engineering for South African organisations, delivered remotely and on site by Cognis Group, an African AI consulting firm.",https://cognis.group/ai-consulting-south-africa/,AI Consulting for South African Organisations,29671,8741,12956,532,1,unreachable,0,WebPage; BreadcrumbList; ListItem; FAQPage; Question; Answer,
https://cognis.group/ndpa-compliant-ai/,200,0,NDPA-Compliant AI | Cognis Group,"How to use AI under Nigeria’s NDPA 2023: practical guidance and engineering from Cognis Group, from data residency to governance that survives audit.",https://cognis.group/ndpa-compliant-ai/,NDPA-Compliant AI for Nigerian Organisations,29519,8781,12956,541,1,unreachable,0,WebPage; BreadcrumbList; ListItem; FAQPage; Question; Answer,
